Kod;Skolenhetsnamn;Grund-skola;Förskole-klass;Fritids-hem
0680;Södergårdsskolan;Ja;Ja;Ja
0680;Tabergsskolan;Ja;Ja;Ja
0680;Taheskolan F-6;Ja;Ja;Ja
0680;Talavidskolan;Ja;Ja;Ja
0680;Tenhults naturbruksgymnasium;;;
0680;Tenhultsskolan;Ja;Ja;Ja
0680;Thoren Business School Jönköping ;;;
0680;Torpaskolan;Ja;Ja;Ja
0680;Torps skola;Ja;Ja;Ja
0680;Vettergymnasiet Jönköping;;;
0680;Vittra Samset;Ja;Ja;Ja
0680;Vuxenutbildning RO 1;;;
0680;Vuxenutbildning RO 2;;;
0680;Vuxenutbildning RO 3;;;
0680;Vätterslundsskolan;Ja;Ja;Ja
0680;Ödestugu skola;Ja;Ja;Ja
0680;Ölmstadskolan;Ja;Ja;Ja
0680;Örserumsskolan;Ja;Ja;Ja
0680;Österängsskolan;Ja;Ja;Ja
0680;Öxnehagaskolan;Ja;;Ja
0682;Annebergs skola;Ja;Ja;Ja
0682;Brinellgymnasiet 1;;;
0682;Brinellgymnasiet 2;;;
0682;Brinellgymnasiet 3;;;
0682;Brinellgymnasiet 4;;;
0682;Brinells grundsärskola;;;
0682;Brinells gymnasiesärskola;;;
0682;Brinells högstadium;Ja;;
0682;Central Insamlingsenhet;;;
0682;Elevhälsans ro;;;
0682;Emåskolan;Ja;Ja;Ja
0682;Handskerydsskolan;Ja;Ja;Ja
0682;Malmbäck skola;Ja;Ja;Ja
0682;Norråsaskolan;Ja;;
0682;Nyhemsskolan;Ja;Ja;Ja
0682;Nässjö lärcenter;;;
0682;Nässjö lärcenter SFI;;;
0682;Nässjö lärcenter särvux;;;
0682;Parkskolan;Ja;;
0682;Rosenholmsskolan;Ja;Ja;Ja
0682;Runnerydsskolan 1;Ja;Ja;
0682;Runnerydsskolan 2;Ja;;
0682;Runnerydsskolan Fritids;;;Ja
0682;Sandsjöfors skola;Ja;Ja;Ja
0682;Åkerskolan 1;Ja;Ja;Ja
0682;Åkerskolan 2;Ja;;
0682;Ängs skola;Ja;Ja;Ja
0683;Apladalsskolan;Ja;;
0683;Borbackaskolan;Ja;Ja;Ja
0683;Bors skola;Ja;;
0683;Bredaryds skola;Ja;Ja;Ja
0683;Enehagens skola;Ja;Ja;Ja
0683;Exposkolan;Ja;;Ja
0683;Finnvedens Gymnasium 1;;;
0683;Finnvedens Gymnasium 2;;;
0683;Finnvedens Gymnasium 3;;;
0683;Finnvedens Gymnasium 4;;;
0683;Finnvedens gymnasium 5;;;
0683;Forshedaskolan;Ja;;
0683;Fryele skola;Ja;Ja;Ja
0683;Grundsärskolan Värnamo;;;
0683;Gröndalsskolan;Ja;;
0683;Gällaryds skola;Ja;Ja;Ja
0683;Hanahöjskolan;Ja;Ja;Ja
0683;Horda skola;Ja;Ja;Ja
0683;Hånger skola;Ja;Ja;Ja
0683;Kommunal vuxenutbildning;;;
0683;Komvux SFI;;;
0683;Kärda skola;Ja;Ja;Ja
0683;Lindens skola;;;Ja
0683;Mossleskolan;Ja;Ja;Ja
0683;Rydaholms skola;Ja;Ja;Ja
0683;Rörstorpsskolan;Ja;Ja;Ja
0683;Skalmans Hus;;;Ja
0683;Särskolans särvux;;;
0683;Trälleborg;Ja;Ja;Ja
0683;Tånnö skola;Ja;Ja;
0683;Å-mini förskola och fritidshem;;;Ja
0684;Aleholm;;;
0684;Aleholm, komvux;;;
0684;Aleholm, SFI;;;
0684;Aleholm, särvux;;;
0684;Central Insamlingsenhet Enskild verksamhet;;;
0684;Hofgårdsskolan;Ja;;
0684;Hägneskolan;Ja;Ja;Ja
0684;Rörviks skola;Ja;Ja;Ja
0684;Stockaryds skola;Ja;Ja;Ja
0684;Sävsjö kristna skola;Ja;Ja;Ja
0684;Vallsjöskolan;Ja;Ja;Ja
0684;Vrigstad skola;Ja;Ja;Ja
0685;Björkö skola;Ja;Ja;Ja
0685;Brunnsgårdsskolan;Ja;Ja;Ja
0685;Bäckseda skola;Ja;Ja;Ja
0685;Central Insamlingsenhet  Modersmålslärare;;;
0685;Central Insamlingsenhet  Resurscentrum;;;
0685;Ekenässjöns skola;Ja;Ja;Ja
0685;Holsby skola;Ja;Ja;Ja
0685;Korsberga skola;Ja;Ja;Ja
0685;Kvillsfors skola;Ja;Ja;Ja
0685;Landsbro skola 7-9;Ja;;
0685;Landsbro skola F-6;Ja;Ja;Ja
0685;Mogärdeskolan;Ja;Ja;Ja
0685;Mogärdeskolan, särskola;;;
0685;Myresjö skola;Ja;Ja;Ja
0685;Njudungsgymnasiet 1;;;
0685;Njudungsgymnasiet 2;;;
0685;Njudungsgymnasiet 3;;;
0685;Njudungsgymnasiet 4;;;
0685;Njudungsgymnasiet 5;;;
0685;Norrgårdsskolan;Ja;Ja;Ja
0685;Nye skola;Ja;Ja;Ja
0685;Ramkvilla skola;Ja;Ja;Ja
0685;Tomaslundsskolan;Ja;Ja;Ja
0685;Tomaslundsskolan särskola;;;Ja
0685;Vetlanda Friskola;Ja;Ja;Ja
0685;Vetlanda Lärcentrum Komvux grundläggande nivå;;;
0685;Vetlanda Lärcentrum Komvux gymnasial nivå;;;
0685;Vetlanda Lärcentrum SFI;;;
0685;Vetlanda Lärcentrum Särvux;;;
0685;Withalaskolan 1;Ja;;
0685;Withalaskolan 2;Ja;;
0685;Withalaskolan särskola;;;
0686;Broarps skola;Ja;;
0686;Eksjö Gymnasiesärskola;;;
0686;Eksjö Gymnasium 1;;;
0686;Eksjö Gymnasium 2;;;
0686;Eksjö Gymnasium 3;;;
0686;EksjöVux, komvux;;;
0686;EksjöVux, SFI;;;
0686;EksjöVux, Särvux;;;
0686;Elevhälsan;;;
0686;Furulundsskolan ;Ja;;
0686;Furulundsskolan A;Ja;Ja;Ja
0686;Grevhagsskolan;Ja;Ja;Ja
0686;Grevhagsskolans grundsärskola;;;
0686;Hultskolan;Ja;Ja;Ja
0686;Höredaskolan;Ja;Ja;Ja
0686;Ingatorpsskolan;Ja;Ja;Ja
0686;Linnéskolan;Ja;Ja;Ja
0686;Nifsarpsskolan fri;;;
0686;Norrtullskolan;Ja;Ja;Ja
0686;Prästängsskolan A;Ja;;
0686;Prästängsskolan B;Ja;;
0686;Prästängsskolans grundsärskola;;;
0687;Adelövs friskola;Ja;Ja;
0687;Autismgrupp 1-6;Ja;;
0687;Autismgrupp 7-9;Ja;;
0687;Fröafallsskolan;Ja;Ja;Ja
0687;Gripenbergs skola;Ja;Ja;Ja
0687;Grundsärskolan;;;Ja
0687;Holavedsgymnasiet FRB;;;
0687;Holavedsgymnasiet KNG;;;
0687;Holavedsgymnasiet SCD;;;
0687;Holavedsgymnasiet TYM;;;
0687;Hubbarpsskolan;Ja;Ja;Ja
0687;Junkaremålsskolan 7-9;Ja;;
0687;Junkaremålsskolan F-6;Ja;Ja;Ja
0687;Linderås skola;Ja;Ja;Ja
0687;Norrskolan;Ja;Ja;Ja
0687;Sommens skola;Ja;Ja;Ja
0687;VUX Tranås;;;
0687;VUX Tranås, SFI;;;
0687;Ängarydsskolan;Ja;;
0687;Änglagårdens fritidshem, Avd. Stjärnfallet;;;Ja
0760;Alstermoskolan;Ja;Ja;Ja
0760;Lenhovdaskolan;Ja;Ja;Ja
0760;Nottebäckskolan;Ja;Ja;Ja
0760;Uppvidinge grundsärskola;;;
0760;Uppvidinge Lärcenter;;;
0760;Vuxenutbildning, komvux;;;
0760;Vuxenutbildning, SFI;;;
0760;Åsedaskolan 7-9;Ja;;
0760;Åsedaskolan F-6;Ja;Ja;Ja
0760;Älgalyckans fritidshem;;;Ja
0760;Älghults Friskola;Ja;Ja;
0760;Älghultskolan;Ja;;
0761;Bikupan;Ja;;
0761;Björkskolan;Ja;Ja;Ja
0761;Hackebackeskolan;Ja;Ja;Ja
0761;Kommunal vuxenutbildning;;;
0761;Kvarndammskolan;Ja;Ja;Ja
0761;Lessebo Gymnasium;;;
0761;Lustigkulla skola;Ja;Ja;Ja
0761;Läsebo föräldrakooperativ Nallen;;;Ja
0761;Nyängskolan, grundsär;;;
0761;Nyängskolan, gymnasiesär;;;
0761;SFI;;;
0761;Särvux;;;
0763;Academy of Music and Business Tingsryd;;;
0763;Dackeskolan 7-9;Ja;;
0763;Dackeskolan F-6;Ja;Ja;Ja
0763;Idekulla skola;Ja;;
0763;Linnerydskolan;Ja;Ja;Ja
0763;Rävemåla Friskola;Ja;Ja;Ja
0763;Tingsryds Lärcenter;;;
0763;Tingsryds Lärcenter, SFI;;;
0763;Tingsryds Lärcenter, särvux;;;
0763;Trojaskolan;Ja;Ja;Ja
0763;Urshultsskolan;Ja;Ja;Ja
0763;Wasaskolan;;;
0763;Väckelsångskolan;Ja;Ja;Ja
0763;Örmoskolan;Ja;Ja;Ja
0764;Allbo lärcenter, komvux;;;
0764;Alvesta grundsärskola;;;Ja
0764;Alvesta Gymnasieskola;;;
0764;Alvesta gymnasiesärskola;;;
0764;Friskolan Kronobergshed;Ja;Ja;Ja
0764;Grönkullaskolan ;Ja;Ja;Ja
0764;Hagaskolan;Ja;;
0764;Hjortsbergaskolan;Ja;Ja;Ja
0764;Mohedaskolan;Ja;Ja;Ja
0764;Prästängsskolan;Ja;Ja;Ja
0764;Skatelövsskolan;Ja;Ja;Ja
0764;Vislandaskolan;Ja;Ja;Ja
0765;Bråthults Friskola;Ja;Ja;Ja
0765;Diö skola;Ja;Ja;Ja
0765;Elmeskolan;Ja;Ja;Ja
0765;Gemöskolan;Ja;Ja;Ja
0765;Grundsärskola;;;
0765;Haganässkolan 1;;;
0765;Haganässkolan 3;;;
0765;Haganässkolan vuxenutb./särvux;;;
0765;Haganässkolan vuxenutbildning;;;
0765;Haganässkolan vuxenutbildning-SFI;;;
0765;Haganässkolan2;;;
0765;Klöxhultsskolan 1;Ja;Ja;Ja
0765;Klöxhultsskolan 2;Ja;;Ja
0765;Liatorps skola;Ja;Ja;Ja
0765;Linnéskolan 1;Ja;;
0765;Linnéskolan 2;Ja;;
0765;Paradisskolan;Ja;Ja;Ja
0765;Resursverksamheter;;;
0765;Ryfors skola;Ja;Ja;Ja
0765;The Intern. School of Älmhult;Ja;Ja;Ja
0765;Thoren Framtid i Älmhult;Ja;;
0765;Virestads Friskola;Ja;Ja;Ja
0765;Älmhults Montessoriskola;Ja;Ja;Ja
0767;Grundsärskolan Strömsnäsbruk;;;
0767;Gymnasieskolan;;;
0767;Markaryds skola 7-9;Ja;;
0767;Markaryds skola F-6;Ja;Ja;Ja
0767;Strömsnässkolan 7-9;Ja;;
0767;Strömsnässkolan F-6;Ja;Ja;Ja
0767;Timsfors skola;Ja;Ja;Ja
0767;Traryds skola;Ja;Ja;Ja
0767;Vuxenutbildning SFI;;;
0767;Vuxenutbildning Särvux;;;
0767;Vuxenutbildningen;;;
0780;Braås skola 4-9;Ja;;Ja
0780;Braås skola F-3;Ja;Ja;Ja
0780;Bäckaslövskolan;Ja;Ja;Ja
0780;Centrumskolan;Ja;Ja;Ja
0780;Drottning Blankas Gymnasieskola Växjö;;;
0780;Dädesjö skola;Ja;Ja;Ja
0780;Elin Wägnerskolan 1;Ja;;
0780;Fagrabäckskolan;Ja;;
0780;Fagrabäckskolans natur- och teknikinriktning;Ja;;
0780;Furuby skola;Ja;Ja;Ja
0780;Furutåskolan;Ja;Ja;Ja
0780;Gemla skola;Ja;Ja;Ja
0780;Gustavslundskolan;Ja;Ja;Ja
0780;Hovshagaskolan;Ja;Ja;Ja
0780;Högstorps skola;Ja;Ja;Ja
0780;Ingelstad skola;Ja;Ja;Ja
0780;Ingelstadgymnasiet;;;
0780;Kalvsvik skola;Ja;Ja;Ja
0780;Katedralskolan 1;;;
0780;Katedralskolan 2;;;
0780;Katedralskolan 3;;;
0780;Katedralskolan 4;;;
0780;Kronoberg Skola;Ja;;
0780;Kungsmadskolan 1;;;
0780;Kungsmadskolan 2;;;
0780;Kungsmadskolan 3;;;
0780;Kungsmadskolan 4;;;
0780;Kungsmadskolan 5;;;
0780;Kungsmadskolan 6;;;
0780;Lammhults skola 4-9;Ja;;Ja
0780;Lammhults skola F-3;Ja;Ja;Ja
0780;LBS Kreativa Gymnasiet Växjö;;;
0780;Lillestadskolan;Ja;Ja;Ja
0780;Ljungfälle grundsärskola;;;
0780;Ljungfälle särskola;;;Ja
0780;Ljungfälleskolan;Ja;Ja;Ja
0780;Norregårdskolan;Ja;;
0780;Nöbbele skola;Ja;Ja;Ja
0780;Pilbäckskolan;Ja;Ja;Ja
0780;Praktiska Gymnasiet Växjö;;;
0780;ProCivitas Privata Gymnasium Växjö;;;
0780;Pär Lagerkvistskolan 7-9;Ja;;
0780;Pär Lagerkvistskolan F-6;Ja;Ja;Ja
0780;Ringsbergskolan;Ja;Ja;Ja
0780;Sandsbro skola;Ja;Ja;Ja
0780;Skanskagymnasiet;;;
0780;Söraby skola;Ja;Ja;Ja
0780;Teknikum 1;;;
0780;Teknikum 2;;;
0780;Teknikum 3;;;
0780;Teknikum 4 ;;;
0780;Teleborg Centrum;Ja;;
0780;Teleborg Centrum grundsärskola;;;
0780;Thoren Business School Växjö;;;
0780;Thoren Framtid i Växjö;Ja;;
0780;Tolg skola;Ja;Ja;Ja
0780;Torparskolan ;Ja;Ja;Ja
0780;Tävelsås skola;Ja;Ja;Ja
0780;Ulriksbergskolan;Ja;Ja;Ja
0780;Uråsa skola;Ja;Ja;Ja
0780;Vederslövs skola;Ja;Ja;Ja
0780;Växjö Fria Fordongymnasium;;;
0780;Växjö Fria Gymnasium;;;
0780;Växjö International Baccalaureate grundskola;Ja;;
0780;Växjö Internationella Grundskola 7-9;Ja;;
0780;Växjö Internationella Grundskola F-6;Ja;Ja;Ja
0780;Växjö Islamiska skola;Ja;Ja;Ja
0780;Växjö Montessoriskola;Ja;Ja;Ja
0780;Växjölöftet Vuxenutbildning Väx 1;;;
0780;Växjölöftet Vuxenutbildning Väx 2;;;
0780;Växjölöftet Vuxenutbildning Väx 3;;;
0780;Åby skola;Ja;Ja;Ja
0780;Åryds skola;Ja;Ja;Ja
0780;Öjaby skola;Ja;Ja;Ja
0780;Ör skola;Ja;Ja;Ja
0780;Östra Lugnets skola;Ja;Ja;Ja
0780;Östregårdskolan;Ja;Ja;Ja
0781;Agunnarydskolan;Ja;Ja;Ja
0781;Angelstadskolan;Ja;Ja;Ja
0781;Astradskolan 1;Ja;Ja;Ja
0781;Astradskolan 2;Ja;;
0781;Astradskolan 3;Ja;;
0781;Bolmsöskolan;Ja;Ja;Ja
0781;Central Insamlingsenhet Kommunal verksamhet;;;
0781;Ekebackenskolan;Ja;Ja;Ja
0781;Hamnedaskolan;Ja;Ja;Ja
0781;Hjortsbergskolan;Ja;;Ja
0781;Hjortsbergskolan 2;Ja;Ja;Ja
0781;Komvux som särskild utbildning för vuxna;;;
0781;Kungshögsskolan 1;Ja;Ja;Ja
0781;Kungshögsskolan 2;Ja;;
0781;Kungshögsskolan 3;Ja;;
0781;Kånna fritidshem;;;Ja
0781;Lidhults skolan;Ja;Ja;Ja
0781;Lingbygdens Friskola;Ja;Ja;Ja
0781;RyssbyGymnasiet;;;
0781;Ryssbyskolan;Ja;Ja;Ja
0781;SFI;;;
0781;Stensbergskolan;Ja;Ja;Ja
0781;Stensbergskolan 2;Ja;Ja;Ja
0781;Sunnerbogymnasiet 1;;;
0781;Sunnerbogymnasiet 2;;;
0781;Sunnerbogymnasiet 3;;;
0781;Sunnerbogymnasiet 4;;;
0781;Sunnerbogymnasiet gysär;;;
0781;Thoren Framtid i Ljungby;Ja;Ja;Ja
0781;Vittarydskolan;Ja;Ja;Ja
0781;Vuxenutbildningen/komvux;;;
0781;Åbyskolan 1;Ja;Ja;Ja
0781;Åbyskolan 2;Ja;;
0821;Fagerhults skola 1-6;Ja;Ja;Ja
0821;Fröviskolan 1-6;Ja;Ja;Ja
0821;Fröviskolan 7-9;Ja;;
0821;Högsby utbildningscenter;;;
0821;Högsby utbildningscenter, SFI;;;
0821;Komvux;;;
0821;Komvux, särvux;;;
0821;Skyttefällaskolan 1-3;Ja;Ja;Ja
0821;Tallåsskolan 1-6;Ja;Ja;Ja
0821;Ugglemoskolan 1-6;Ja;Ja;Ja
0834;Bergkvara skola;Ja;Ja;Ja
0834;Frejaskolan;;Ja;
0834;Gullabo skola;Ja;Ja;Ja
0834;Söderåkra skola;Ja;Ja;Ja
0834;Torskolan H;Ja;;
0834;Torskolan LM;Ja;Ja;Ja
0834;Torsås korrespondensgymnasium 1;;;
0834;Torsås Korrespondensgymnasium 2;;;
0840;Alunskolan;Ja;Ja;Ja
0840;Central Insamlingsenhet;;;
0840;Färjestadens Grundsärskola;;;Ja
0840;Färjestadens högstadium;Ja;;
0840;Färjestadens skola;Ja;Ja;Ja
0840;Glömmingeskolan;Ja;Ja;Ja
0840;Gårdbyskolan;Ja;Ja;Ja
0840;Mörbylånga vuxenskola;;;
0840;Skansenskolan;Ja;Ja;Ja
0840;Smaragdskolan;Ja;;
0840;Torslundaskolan;Ja;Ja;Ja
0840;Ölands Friskola;Ja;;
0840;Östra skolan, Mörbylånga;Ja;Ja;Ja
0860;Albäcksskolan 1;Ja;;
0860;Albäcksskolan 2;Ja;;
0860;Emådalskolan;Ja;Ja;Ja
0860;Hultsfreds gymnasium 1;;;
0860;Hultsfreds gymnasium 2;;;
0860;Hultsfreds gymnasium 3;;;
0860;Hultsfreds vuxenutbildning;;;
0860;Järnforsens skola;Ja;Ja;Ja
0860;Lindblomskolan 1;Ja;;
0860;Lindblomskolan 2;Ja;;Ja
0860;Lindblomskolan 3;Ja;Ja;Ja
0860;Målilla skola;Ja;Ja;Ja
0860;Nya Centralskolan i Virserum AB;Ja;Ja;Ja
0860;Silverdalens skola;Ja;Ja;Ja
0860;Vena skola;Ja;Ja;Ja
0861;Alsteråskolan;Ja;;Ja
0861;Fliseryds skola;Ja;Ja;Ja
0861;Krungårdsskolan ;Ja;Ja;Ja
0861;Ljungnässkolan;Ja;Ja;Ja
0861;Mölstadskolan;Ja;Ja;Ja
0861;Mönsteråsgymnasiet;;;
0861;Mönsteråsgymnasiet IM;;;
0861;Mönsteråsgymnasiet Komvux;;;
0861;Parkskolan;Ja;;
0861;Skytteanska skolan;Ja;Ja;Ja
0861;Tillingeskolan;Ja;Ja;Ja
0862;Bjurbäcksskolan 7-9;Ja;;
0862;Bjurbäcksskolan F-6;Ja;Ja;Ja
0862;Central Insamlingsenhet;;;
0862;Emmaboda komvux;;;
0862;Emmaboda komvux, särvux;;;
0862;Johansfors skola   F-6;Ja;Ja;Ja
0862;Lindås skola  F-6;Ja;Ja;Ja
0862;Långasjö skola    F-6;Ja;Ja;Ja
0862;SFI;;;
0862;Vilhelm Mobergsgymnasiet;;;
0862;Vissefjärda skola F-6;Ja;Ja;Ja
0880;Axel Weüdelskolan 1;;;
0880;Axel Weüdelskolan 2;;;
0880;Calmare Internationella Skola;;;
0880;Central Insamlingsenhet-Esplanadskolan;;;
0880;Central Insamlingsenhet-Skolmottagningsenheten;;;
0880;Dag Hammarskjöld Gymnasiet;;;
0880;Djurängsskolan;Ja;Ja;Ja
0880;Falkenbergsskolan;Ja;Ja;Ja
0880;Fria Läroverken i Kalmar;;;
0880;Funkaboskolan;Ja;Ja;Ja
0880;Gröndalsskolan;;;
0880;Hagbyskolan;Ja;Ja;Ja
0880;Halltorpsskolan;Ja;Ja;Ja
0880;Jenny Nyströmskolan 1 HT, RL, IM;;;
0880;Jenny Nyströmskolan 2 ES, NA;;;
0880;Jenny Nyströmskolan 3 GYSÄR;;;
0880;Jenny Nyströmskolan 4 BF, VO;;;
0880;Kalmar waldorfskola;Ja;Ja;Ja
0880;Kalmarsundsskolan;Ja;Ja;Ja
0880;Kunskapsnavet Kalmar kommun;;;
0880;Lars Kaggskolan 1 NA, HV;;;
0880;Lars Kaggskolan 2 TE, VF;;;
0880;Lars Kaggskolan 3 IM;;;
0880;Lars Kaggskolan 4 BA, EE, FT;;;
0880;Lindsdalsskolorna;Ja;Ja;Ja
0880;Lindöskolan;Ja;Ja;Ja
0880;Ljungbyholmsskolan;Ja;Ja;Ja
0880;Montessoriskolan Regnbågen;Ja;Ja;Ja
0880;Naturbruksgymnasiet Kalmar 1;;;
0880;Naturbruksgymnasiet Kalmar 2;;;
0880;Nordic International School Kalmar;Ja;;
0880;Praktiska Gymnasiet Kalmar;;;
0880;Pårydsskolan;Ja;Ja;Ja
0880;Rinkabyholmsskolan;Ja;Ja;Ja
0880;Rocknebyskolan;Ja;Ja;Ja
0880;Smedbyskolan;Ja;Ja;Ja
0880;Solhagaskolan;Ja;;
0880;Stagneliusskolan 1 SA-M, SA-A, HA-A, IM-A;;;
0880;Stagneliusskolan 2 EK;;;
0880;Stagneliusskolan 3 SA-L, SA-R;;;
0880;Stagneliusskolan 4 HA, SA-B, SA-S;;;
0880;SYAB Transportgymnasium;;;
0880;Södermöreskolan;Ja;;
0880;Södra skolan;Ja;Ja;Ja
0880;Tallhagsskolan;Ja;;
0880;Thoren Framtid i Kalmar;Ja;Ja;Ja
0880;Trekantenskolan;Ja;Ja;Ja
0880;Tvärskogsskolan;Ja;Ja;Ja
0880;Vasaskolan;Ja;Ja;Ja
0880;Västra Skolan Kalmar;Ja;;
0880;Åbyskolan;Ja;Ja;Ja
0881;Alsterbro skola;Ja;Ja;Ja
0881;Fagerslättsskolan Fa01;Ja;Ja;Ja
0881;Fagerslättsskolan Fa02;Ja;;
0881;Flerohopp skola;Ja;Ja;Ja
0881;Hanemålaskolan;Ja;Ja;Ja
0881;Hanemålaskolan sär;;;
0881;Kristvallabrunn skola;Ja;Ja;Ja
0881;Madesjöskolan Ma01;Ja;Ja;Ja
0881;Madesjöskolan Ma02;Ja;;
0881;Nybro Montessoriskola;Ja;Ja;Ja
0881;Nybro vuxenutbildning, komvux 1;;;
0881;Nybro vuxenutbildning, komvux 2;;;
0881;Nybro vuxenutbildning, komvux 3;;;
0881;Nybro vuxenutbildning, lärvux;;;
0881;Nybro vuxenutbildning, SFI;;;
0881;Orrefors skola;Ja;Ja;Ja
0881;Paradisskolan Pa01;Ja;Ja;Ja
0881;Paradisskolan Pa02;Ja;;
0881;Paradisskolan sär;;;
0881;Västerängsskolan;Ja;Ja;Ja
0881;Åkrahällskolan Akra01;;;
0881;Åkrahällskolan Akra02;;;
0881;Åkrahällskolan Akra03;;;
0881;Örsjö skola;Ja;Ja;Ja
0882;Bildningskontoret;;;
0882;Bockaraskolan;Ja;Ja;Ja
0882;Etec Teknikutbildning AB;;;
0882;Figeholmskolan;Ja;Ja;Ja
0882;Fårboskolan;Ja;;Ja
0882;Kristdalaskolan;Ja;Ja;Ja
0882;Kristinebergskolan F-9;Ja;Ja;Ja
0882;Misterhults friskola;Ja;Ja;Ja
0882;Norra skolan F-6;Ja;Ja;Ja
0882;Oscarsgymnasiet A;;;
0882;Oscarsgymnasiet B;;;
0882;Oscarsgymnasiet B/VUX;;;
0882;Oscarsgymnasiet C;;;
0882;Oscarsgymnasiet C/VUX;;;
0882;Oscarsgymnasiet D;;;
0882;Oscarsgymnasiet D/VUX;;;
0882;Oscarsgymnasiet E;;;
0882;Oscarsgymnasiet/Lärvux;;;
0882;Oscarsgymnasiet/SFI;;;
0882;Oskarshamn grundsärskola;;;Ja
0882;Påskallavikskolan;Ja;Ja;Ja
0882;Rödsleskolan F-9;Ja;Ja;Ja
0882;Saltvikskolan;Ja;Ja;Ja
0882;Träningsskolan;;;Ja
0882;Vallhallaskolan F-9;Ja;Ja;Ja
0883;Alphaskolan;Ja;;
0883;Ankarsrums skola 7-9;Ja;;
0883;Ankarsrums skola F-6;Ja;Ja;Ja
0883;Blackstad skola;Ja;Ja;Ja
0883;Breviksskolan;Ja;Ja;Ja
0883;Ellen Keyskolan;Ja;;
0883;Fågelbärets grundsärskola;;;Ja
0883;Fågelbärets skola;Ja;Ja;Ja
0883;Gamlebygymnasiet;;;
0883;Gamlebyvikens friskola;Ja;Ja;Ja
0883;Gunnebo skola;Ja;Ja;Ja
0883;Himalajaskolan;Ja;Ja;Ja
0883;Kunskapsnavet Artista/Globala;;;
0883;Lidhemsskolan;Ja;Ja;Ja
0883;Ljungbergaskolan;Ja;Ja;Ja
0883;Loftahammars skola;Ja;Ja;Ja
0883;Ludvigsborgsskolan;Ja;;
0883;Ludvigsborgsskolans grundsärskola ;;;
0883;Marieborgsskolan;Ja;Ja;Ja
0883;Modersmålsundervisning;;;
0883;Näktergalens skola;Ja;Ja;Ja
0883;Ringeltaubska skolan;Ja;Ja;Ja
0883;Skogshagaskolan;Ja;Ja;Ja
0883;Vuxenutbildningen i Västervik;;;
0883;Vuxenutbildningen, SFI;;;
0883;Vuxenutbildningen, särvux;;;
0883;Västerviks gymnasium Ro 1;;;
0883;Västerviks gymnasium Ro 3;;;
0883;Västerviks gymnasium Ro 4;;;
0883;Västerviks gymnasium RO5;;;
0883;Åbyängskolan;Ja;Ja;Ja
0883;Östra Ringskolan;Ja;;
0883;Överumsskolan;Ja;Ja;Ja
0884;Astrid Lindgrens skola 7-9;Ja;;
0884;Astrid Lindgrens skola F-6;Ja;Ja;Ja
0884;Brännebro skola;Ja;Ja;Ja
0884;Djursdala skola;Ja;Ja;Ja
0884;Frödinge skola;Ja;Ja;Ja
0884;Källbackens Fritidshem;;;Ja
0884;Rumskulla skola;Ja;Ja;Ja
0884;Storebro skola;Ja;Ja;Ja
0884;Södra Vi skola;Ja;Ja;Ja
0884;Tuna skola;Ja;Ja;Ja
0884;Vimarskolan 7-9;Ja;;
0884;Vimarskolan F-6;Ja;Ja;Ja
0884;Vimarskolan Grundsärskola;;;Ja
0884;Vimmerby gymnasium 1;;;
0884;Vimmerby gymnasium 2;;;
0884;Vimmerby gymnasium 3;;;
0884;Vimmerby Lärcenter, komvux;;;
0884;Vimmerby Lärcenter, SFI;;;
0884;Vimmerby Lärcenter, särvux;;;
0885;Gärdslösa skola;Ja;Ja;Ja
0885;Köpings skola;Ja;Ja;Ja
0885;Rälla skola;Ja;Ja;Ja
0885;Slottsskolan;Ja;;
0885;Viktoriaskolan;Ja;Ja;Ja
0885;Åkerboskolan;Ja;Ja;Ja
0885;Ölands utbildningscenter, komvux;;;
0980;Alléskolan;Ja;;Ja
0980;Athene Fardhem;Ja;Ja;Ja
0980;Atheneskolan;Ja;Ja;Ja
0980;Central Insamlingsenhet;;;
0980;Central Insamlingsenhet Enskild verksamhet;;;
0980;Dalhem skola;Ja;Ja;Ja
0980;Desideria grundsärskola;;;
0980;Endre skola;Ja;Ja;Ja
0980;Eskelhem skola;Ja;Ja;Ja
0980;Fole skola;Ja;Ja;Ja
0980;Fårösundsskolan;Ja;Ja;Ja
0980;Garda skola;Ja;Ja;Ja
0980;Gråboskolan;Ja;Ja;Ja
0980;Gutegymnasiet;;;
0980;Guteskolan, grundskola;Ja;Ja;Ja
0980;Havdhem skola;Ja;Ja;Ja
0980;Humlegårdsskolan;Ja;Ja;Ja
0980;Högbyskolan;Ja;Ja;Ja
0980;Klinte Resursskola;Ja;Ja;
0980;Klinteskolan;Ja;Ja;Ja
0980;Kräklingbo skola;Ja;Ja;Ja
0980;Lyckåkerskolan;Ja;Ja;Ja
0980;Lärbro skola;Ja;Ja;Ja
0980;Lövsta resursskola;Ja;;
0980;Montessori Friskola Gotland;Ja;Ja;Ja
0980;Norrbackaskolan;Ja;Ja;Ja
0980;Norrbackaskolan särskola;;;Ja
0980;Orionskolan;Ja;Ja;Ja
0980;Polhemskolan;Ja;Ja;Ja
0980;Romaskolan;Ja;Ja;Ja
0980;S:t Hansskolan;Ja;Ja;Ja
0980;Sanda skola;Ja;Ja;Ja
0980;Solberga resursskola 4-9;Ja;;
0980;Solbergaskolan;Ja;;
0980;Solbergaskolan särskola;;;
0980;Solklintsskolan;Ja;Ja;Ja
